"time","Long","Lat","PPM","Dust"
"2018-03-31 12:00:00",46.1539363581687,49.0164755866863,181.333995447494,13.0936059467029
"2018-03-31 12:04:23",127.272681472823,56.7133620008826,172.29732174892,12.7206263738684
"2018-03-31 12:08:46",150.318713933229,25.0701493397355,140.981166483834,17.1538109828718
"2018-03-31 12:13:09",72.4298419989645,79.7845191322267,124.894869141281,49.8084924620576
"2018-03-31 12:17:32",160.98914836999,44.4078459078446,128.412897791713,3.60569681976922
"2018-03-31 12:21:55",116.32588324137,8.27172688907012,105.538919032551,20.6237660838291
"2018-03-31 12:26:18",176.1823282158,84.8635622556321,154.383636382408,30.1568696562201
"2018-03-31 12:30:41",140.958532313816,52.7897946350276,161.642264155671,35.2239327654708
"2018-03-31 12:35:04",14.7237024921924,71.5585312619805,123.735394026153,19.2969045784324
"2018-03-31 12:39:27",89.6690287347883,34.7900761663914,198.00808406435,23.6997600598726
"2018-03-31 12:43:50",115.695560351014,89.5141843263991,147.974009020254,10.8086181115359
"2018-03-31 12:48:13",54.6546134864911,21.5927824052051,168.597559374757,21.9709625844378
"2018-03-31 12:52:36",132.769435672089,27.5367396580987,194.476823648438,3.9741031889338
"2018-03-31 12:56:59",95.8293046150357,11.5167170832865,109.177233977243,17.8584883877542
"2018-03-31 13:01:22",21.5221817605197,77.8002986870706,144.317685998976,31.3129012264311
"2018-03-31 13:05:45",0.155364400707185,28.7088545621373,165.433818032034,45.504078716645
"2018-03-31 13:10:09",89.7034118464217,21.3828280102462,105.435050209053,40.670289584063
"2018-03-31 13:14:32",44.3206034135073,17.2907428792678,149.192654015496,48.8218773661181
"2018-03-31 13:18:55",43.3022236358374,40.0588398333639,132.846276811324,40.8744508489035
"2018-03-31 13:23:18",34.6579343313351,34.5487357978709,195.617538201623,6.81036479142494
"2018-03-31 13:27:41",96.1778752366081,63.696001174394,194.712613662705,20.6853087692056
"2018-03-31 13:32:04",135.582334860228,28.1627078773454,105.806755530648,45.9375375862233
"2018-03-31 13:36:27",19.9533321848139,65.3559967596084,131.663140724413,6.36966916341335
"2018-03-31 13:40:50",56.1822143336758,47.7099016285501,147.149752057157,15.9643334211782
"2018-03-31 13:45:13",72.7734409365803,12.3112742928788,191.159921861254,28.4210071438458
"2018-03-31 13:49:36",137.022796561942,40.3954931278713,125.46685913112,17.6664451139048
"2018-03-31 13:53:59",112.638923213817,69.09317425685,166.835424676538,36.2677890248131
"2018-03-31 13:58:22",66.6015370935202,22.9833026742563,170.874226628803,39.8808484230656
"2018-03-31 14:02:45",51.5197063889354,29.5963257760741,103.919581859373,32.9373195815366
"2018-03-31 14:07:08",102.942323097959,12.5647410959937,186.348395654932,22.7329922123812
"2018-03-31 14:11:31",96.550602754578,3.84507004637271,100.708410423249,34.0415577596985
"2018-03-31 14:15:54",169.019279703498,33.4284070576541,179.321619495749,25.09886086029
"2018-03-31 14:20:18",50.5716117611155,83.6683232313953,109.808986866847,41.8196921208873
"2018-03-31 14:24:41",161.426876666956,4.85687451437116,179.289570101537,41.5452342262026
"2018-03-31 14:29:04",69.4286574795842,11.5854799328372,156.9481004728,5.52010207632557
"2018-03-31 14:33:27",59.8929218016565,58.8124899775721,132.346928119659,15.3482780973427
"2018-03-31 14:37:50",72.2797052655369,27.9996607499197,190.066686691716,18.3765700948425
"2018-03-31 14:42:13",5.73408669792116,12.0049270265736,158.367956848815,27.0098699328955
"2018-03-31 14:46:36",34.8313765693456,47.1286406368017,160.287774261087,4.61867712703534
"2018-03-31 14:50:59",16.3290977524593,77.6438558078371,149.253858602606,27.2988067694008
"2018-03-31 14:55:22",18.8841669168323,72.5353454751894,148.27664012555,6.46654468267225
"2018-03-31 14:59:45",151.815978409722,79.2738151783124,177.963138069026,48.9773876001127
"2018-03-31 15:04:08",164.850724060088,76.7318420880474,167.801995947957,19.9646124625113
"2018-03-31 15:08:31",145.567743550055,20.3638611012138,155.911237350665,9.42262653885409
"2018-03-31 15:12:54",155.050177448429,75.644781938754,135.837337328121,47.9577843896579
"2018-03-31 15:17:17",36.6476960945874,58.0953443376347,199.509591772221,21.6211280895863
"2018-03-31 15:21:40",2.01588149182498,1.087867829483,110.111369565129,15.6208084624726
"2018-03-31 15:26:03",58.6174161219969,64.0557447681203,106.103329989128,17.1835395246279
"2018-03-31 15:30:27",37.8675474878401,87.3177369637415,169.809158728458,43.6750572775956
"2018-03-31 15:34:50",115.717701776884,72.1445915219374,126.488445443101,25.754014391778
"2018-03-31 15:39:13",141.646474837326,13.4005032177083,154.944525030442,11.0230202356353
"2018-03-31 15:43:36",47.191397245042,45.2840215642937,181.27984169405,16.5753503623884
"2018-03-31 15:47:59",126.119171334431,30.4504811880179,137.741552083753,29.7147182092536
"2018-03-31 15:52:22",69.2927630245686,89.1821111761965,191.793707525358,39.3611704558134
"2018-03-31 15:56:45",99.420782988891,21.0034252284095,124.950356618501,8.53208339628764
"2018-03-31 16:01:08",101.884224708192,42.3280377779156,190.770242433064,28.1049873095006
"2018-03-31 16:05:31",26.5064636338502,56.3869258272462,111.883687437512,10.8955451874062
"2018-03-31 16:09:54",156.947412430309,6.2523654405959,148.44653729815,20.7586242123507
"2018-03-31 16:14:17",179.357494977303,20.212617914658,117.086487216875,49.5557346871588
"2018-03-31 16:18:40",13.7889678636566,47.7670743805356,125.074955145828,4.19972507269122
"2018-03-31 16:23:03",129.038518429734,78.2059254474007,161.466674529947,49.5886193478014
"2018-03-31 16:27:26",154.332322259434,57.7612106013112,149.169136653654,14.0856226584874
"2018-03-31 16:31:49",24.3008834961802,28.5009134584107,144.350144383498,5.71372610582039
"2018-03-31 16:36:12",131.15861824248,83.6124867852777,122.422051453032,35.6513682869263
"2018-03-31 16:40:36",100.577126587741,40.170996026136,169.002148974687,43.0675695727579
"2018-03-31 16:44:59",152.596144331619,39.5015782001428,130.407639895566,14.2036694079172
